sponsorcode,sponsorname,locationcode,locationname,address1,address2,city,provinceshort,province,postalcode,lat,long
17,GOODYEAR CANADA - EAST,1143,JOHNSTON TIRE & AUTO,30 GREENWOOD DR,?,SUMMERSIDE,PE,Prince Edward Island,C1N3Y1,46.39903,-63.80367
SHL3,SHELL CANADA,DD90,C80190,299 BROCK ROAD S,?,GUELPH,ON,Ontario,N1H6H9,999,999
SHL5,SHELL CANADA,DD8G,C80188,1110 RUE PRINCIPALE EST,?,STE-AGATHE DES MONTS,QC,Quebec,J8C0X0,999,999
KD50,EXCELLENCE DODGE CHRYSLER,?,?,?,?,?,?,Unknown,?,999,999
LOWE,LOWES CANADA,2922,KINGSTON,1035 GARDINERS ROAD,?,KINGSTON,ON,Ontario,K7P0G1,44.2622021,-76.5708466
FLDO,FOODLAND ONTARIO,6803,CLINTON FOODLAND,6 MARY STREET,?,CLINTON,ON,Ontario,N0M1L0,43.616256,-81.540079
KD37,BEAUTE STAR BEDARD,14,BEAUTE STAR BEDARD,?,?,?,QC,Quebec,?,999,999
TIMQ,TIMBER MART QUEBEC,8474,EPICERIE ALINE,1220 CHEMIN DU BASSIN,?,"BASSIN, ILES DE LA MADELAINE",QC,Quebec,G4T0E8,47.221358,-61.937899
TIMW,TIM-BR MART WEST,1477,CENTRAL HDWE (V)-TBM,4211 25 AVE,?,VERNON,BC,British Columbia,V1T7G9,50.25922,-119.29503
LUBX,LUBEXX,1071,985 JAMES MOWATT,985 JAMES MOWATT TRAIL SW,?,EDMONTON,AB,Alberta,T6W1S4,53.423292,-113.516325
SHL3,SHELL CANADA,DD88,C80180,5964 HIGHWAY 9,?,SCHOMBERG,ON,Ontario,L0G1T0,999,999
FLDO,FOODLAND ONTARIO,6812,CAYUGA FOODLAND,18 TALBOT STREET EAST,?,CAYUGA,ON,Ontario,N0A1E0,42.95109177,-79.85385895
HFHP,HAMPTON,OAAA,OMAHA MIDTOWN,?,?,?,YT,Yukon,?,999,999
NLCA,NLC LIQUOR STORES,7,Long Pond,351 Conception Bay Highway,?,Long Pond,NL,Newfoundland & Labrador,A1W 3J1,47.50733,-52.97597
LUMN,LUMEN,27,LUMEN PTC INSTITUT,117A BOUL HYMUS,?,POINTE-CLAIRE,QC,Quebec,H9R1E5,45.468415,-73.806067
33,CENTURY 21,380,LAKELAND REAL ESTATE,100 10233 101 AVENUE,PO BOX 1500,LAC LA BICHE,AB,Alberta,T0A2C0,54.769256,-111.980941
SHEL,SHELL CANADA,DD84,C80176,284 QUEEN ST,?,MISTISSINI,QC,Quebec,G0W1C0,50.415853,-73.864769
MMER,MONERIS MERCHANT ISSUANCE,112G,FIRESPONE PIZZA,2490 GUARDIAN RD NW,?,EDMONTON,AB,Alberta,T5T1K8,53.5090015,-113.6747774
